League_Code,Year,Team_Name,Team_Link,Name,Age,B,T,Ht,Wt,DoB,Birthplace,Stint,From,To,id
JPPL,1974,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=00697079,Gene Ammann,25,R,R,"5' 10""",162,"Jan 30, 1949","New York, NY, US",,,,ammann001eug
JPPL,1960,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=27047327,Yoshio Anabuki,27,R,R,"5' 9""",178,"May 6, 1933","Kagawa-cho, Kagawa, JP",,,,anabuk000yos
JPPL,1968,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=63cee921,Junro Anan,30,R,R,"5' 8""",145,"Sep 2, 1937","Saeki, Oita, JP",,,,anan--000jun
JPPL,2010,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=1fe0b9dd,Toru Anan,25,S,L,"6' 0""",163,"Jul 28, 1984","Bungo Ono, Oita, JP",,2010-03-27,2010-06-20,anan--001tor
JPCL,2014,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=fae9f4bd,Leslie Anderson,31,L,L,"6' 1""",205,"Mar 30, 1983","Guantanamo, CU",,2014-03-28,2014-10-06,anders002les
JPCL,1991,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=f789dc4b,Scott Anderson,28,R,R,"6' 6""",190,"Aug 1, 1962","Corvallis, OR, US",,,,anders003sco
JPCL,2023,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=1b6dab3a,Drew Anderson,29,R,R,"6' 3""",205,"Mar 22, 1994","Reno, NV, US",,,,anders012and
JPPL,1961,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=dcc623b3,Eiji Ando,19,L,L,"5' 8""",151,"Jan 16, 1942","Yamaguchi, JP",,,,ando--000eij
JPPL,1960,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=40a11a41,Haruhisa Ando,23,R,R,"5' 8""",185,"Apr 3, 1937","Izunokuni, Shizuoka, JP",,,,ando--000har
JPCL,1964,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=42707290,Isao Ando,21,R,R,"5' 11""",169,"Oct 1, 1942","Oita, JP",,,,ando--000isa
JPPL,1960,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=3288ebc0,Junzo Ando,25,R,R,"5' 7""",151,"Jun 28, 1935","Tajimi, Gifu, JP",,,,ando--000jun
JPPL,1995,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=ae6a90a5,Manabu Ando,28,R,R,"5' 11""",165,"May 29, 1967","Nagoya, Aichi, JP",,,,ando--000man
JPPL,1962,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=e866c336,Motohiro Ando,22,R,R,"5' 10""",165,"Oct 26, 1939","Mitoyo-gun, Kagawa, JP",,,,ando--000mot
JPPL,1992,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=467bffb3,Shinji Ando,21,L,R,"5' 10""",158,"Sep 2, 1970","Saeki, Oita, JP",,,,ando--000shi
JPPL,1962,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=b59d38e3,Toshio Ando,20,R,R,"5' 10""",165,"Oct 14, 1941","Osaka, Osaka, JP",,,,ando--000tos
JPCL,1963,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a980f1f0,Motoo Ando,24,R,R,"5' 8""",154,"Apr 8, 1939","Ashiya, Hyogo, JP",,,,ando--001mot
JPCL,2008,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=6364dc7a,Yuya Ando,30,R,R,"6' 0""",205,"Dec 27, 1977","Oita, Oita, JP",,,,andoh-001yuy
JPPL,1975,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=a2a060af,Mike Andrews,31,R,R,"6' 3""",195,"Jul 9, 1943","Los Angeles, CA, US",,,,andrew001mic
JPCL,2022,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=e1338b45,Matt Andriese,32,R,R,"6' 2""",215,"Aug 28, 1989","Redlands, CA, US",,,,andrie001mat
JPCL,1980,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=72cc95ee,Sohachi Aniya,35,R,R,"5' 10""",165,"Aug 17, 1944","Naha, Okinawa, JP",,,,aniya-000soh
JPCL,1972,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=78f69d98,Koji Ano,24,R,R,"5' 10""",170,"Jan 1, 1948","Sakai, Osaka, JP",,,,ano---000koj
JPPL,2017,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=b2390485,Tomohiro Anraku,20,L,R,"6' 1""",191,"Nov 4, 1996","Matsuyama, JP",,2017-06-14,2017-09-12,anraku000tom
JPCL,1998,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=4bfe7648,Eric Anthony,30,L,L,"6' 2""",195,"Nov 8, 1967","San Diego, CA, US",,,,anthon001eri
JPPL,1992,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=1358e13b,Kaname Aoi,28,L,L,"5' 11""",171,"May 1, 1964","Mitoyo-gun, Kagawa, JP",,,,aoi---000kan
JPPL,1952,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=4ec6d7f1,Yoshimasa Aoike,33,R,R,"5' 8""",154,"Jun 22, 1919","Nishinomiya, Hyogo, JP",,,,aoike-000yos
JPCL,1985,Yokohama Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=e7331faa,Hideo Aoki,23,R,R,"5' 10""",178,"Jun 17, 1962","Yokohama, Kanagawa, JP",,,,aoki--000hid
JPCL,1961,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=5b47962d,Hiroaki Aoki,24,R,R,"5' 8""",180,"Apr 18, 1937","Shizuoka, JP",,,,aoki--000hir
JPCL,1970,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=a28c2af7,Katsuo Aoki,24,R,R,"5' 9""",167,"May 7, 1946","Iizuka, Kanagawa, JP",,,,aoki--000kat
JPCL,1980,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=f9708c1e,Minoru Aoki,26,R,R,"5' 9""",154,"Jun 20, 1954","Yokohama, Kanagawa, JP",,,,aoki--000min
JPPL,1957,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=dbf402af,Jun Aoki,21,R,R,"5' 7""",145,"May 29, 1936","Ashigara Shimo-gun, Kanagawa, JP",,,,aoki--000tsu
JPPL,2003,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=8983dc6a,Hayato Aoki,26,R,R,"5' 8""",165,"May 6, 1977","Tokyo, Tokyo, JP",,,,aoki--001hay
JPCL,2008,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=a0d1f82f,Nori Aoki,26,L,R,"5' 9""",180,"Jan 5, 1982","Hyuga, Miyazaki, JP",,,,aoki--001nor
JPCL,2008,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=e613d770,Takahiro Aoki,26,L,L,"6' 2""",187,"Nov 26, 1981","Gifu, Gifu, JP",,,,aoki--001tak
JPCL,1956,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c55642e6,Takao Aoki,21,R,R,"5' 9""",151,"Sep 7, 1934","Kyoto, Kyoto, JP",,,,aoki--002tak
JPPL,2006,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=2a65c286,Keiyo Aomatsu,19,R,R,"6' 1""",183,"Dec 7, 1986","Kyoto, Kyoto, JP",,,,aomats001kei
JPPL,1971,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=2b033540,Shuzo Aono,31,R,R,"5' 7""",151,"Oct 13, 1939","Ehime, JP",,,,aono--000shu
JPPL,2006,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=2a65c286,Takeshi Aono,23,R,R,"5' 10""",183,"Jan 12, 1983","Bonotsu, Kagoshima, JP",,,,aono--001tak
JPCL,1985,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=b166cb57,Kenta Aoshima,27,R,R,"6' 0""",182,"Apr 7, 1958","Kusaka, Saitama, JP",,,,aoshim000ken
JPPL,1959,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=f5a51a0b,Noboru Aota,34,R,R,"5' 7""",151,"Nov 22, 1924","Miki, Hyogo, JP",,,,aota--000nob
JPCL,2023,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=6de2eb93,Koyo Aoyagi,29,R,R,"5' 11""",174,"Dec 11, 1993",JP,,,,aoyagi000koy
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Daiki Aoyama,22,L,R,"6' 0""",183,"Nov 28, 1994",JP,,2017-05-19,2017-05-19,aoyama000dai
JPPL,1957,Daiei Unions,https://www.baseball-reference.com/register/team.cgi?id=62742bea,Hiroharu Aoyama,24,L,L,"5' 8""",136,"Apr 28, 1933","Hokkaido, JP",,,,aoyama000hir
JPPL,1986,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=5284853e,Hisato Aoyama,29,R,R,"5' 10""",134,"Jun 28, 1957","Okazaki, Aichi, JP",,,,aoyama000his
JPPL,1963,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=50d3eb21,Katsumi Aoyama,21,R,R,"5' 7""",150,"Apr 26, 1942","Onomichi, Hiroshima, JP",,,,aoyama000kat
JPPL,2023,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=ea5476d1,Minato Aoyama,22,R,R,"6' 0""",207,"Jul 19, 2000",,,,,aoyama000min
JPCL,1954,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=ee603017,Hiroshi Aoyama,22,R,R,"5' 11""",158,"May 4, 1932","Kobe, Hyogo, JP",,,,aoyama001hir
JPPL,2017,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=b2390485,Kouji Aoyama,33,R,R,"5' 11""",176,"Aug 12, 1983","Hakodate, Hokkaido, JP",,2017-04-08,2017-10-09,aoyama001koj
JPPL,1986,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=78f624d3,Michio Aoyama,26,R,R,"6' 0""",160,"Dec 17, 1959","Shizuoka, Shizuoka, JP",,,,aoyama001mic
JPPL,1992,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=67b7e6c2,Susumu Aoyagi,23,R,R,"5' 11""",167,"Jul 9, 1968","Kurume, Fukuoka, JP",,,,aoyana000sus
JPCL,2023,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=f6f7e797,Aristides Aquino,29,R,R,"6' 4""",220,"Apr 22, 1994","Santo Domingo, Distrito Nacional, DO",,,,aquino000ari
JPPL,1996,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=ade402a4,Luis Aquino,32,R,R,"6' 0""",155,"May 19, 1964","Santurce, PR",,,,aquino001lui
JPPL,1964,Tokyo Orions,https://www.baseball-reference.com/register/team.cgi?id=e5bffaac,Akira Arai,24,L,R,"5' 8""",165,"Sep 19, 1939","Chiba, JP",,,,arai--000aki
JPPL,1983,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=c44037ca,Hiromasa Arai,31,L,R,"5' 9""",145,"Apr 26, 1952","Higashinari Ward, Osaka, JP",,,,arai--000hir
JPPL,1958,Daimai Orions,https://www.baseball-reference.com/register/team.cgi?id=f8071ac5,Jokichi Arai,20,R,R,"5' 11""",156,"May 21, 1938","Gunma, JP",,,,arai--000jok
JPCL,1981,Yokohama Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=bd63771d,Katsutaro Arai,21,R,R,"5' 11""",158,"Oct 22, 1959","Toda, Saitama, JP",,,,arai--000kat
JPPL,1952,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=f7b7734f,Kazuhito Arai,20,R,R,"5' 7""",136,"Oct 11, 1931","Kagawa, JP",,,,arai--000kaz
JPPL,1974,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=dcbfc9bd,Masanori Arai,26,R,R,"5' 8""",156,"Jun 23, 1948","Osato-gun, Saitama, JP",,,,arai--000mas
JPPL,1957,Daiei Unions,https://www.baseball-reference.com/register/team.cgi?id=62742bea,Shigeru Arai,21,L,L,"5' 8""",151,"Sep 29, 1935","Fujioka, Gunma, JP",,,,arai--000shi
JPPL,1997,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=74d979de,Shogo Arai,24,L,R,"5' 10""",156,"Jul 21, 1972","Nerima Ward, Tokyo, JP",,,,arai--000sho
JPPL,1953,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=2b5a7b2c,Tatsuo Arai,25,R,R,"5' 7""",140,"May 3, 1928","Takasaki, Gunma, JP",,,,arai--000tat
JPPL,1974,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=00697079,Yoshio Arai,23,R,R,"5' 10""",193,"Jul 17, 1950","Saitama, JP",,,,arai--000yos
JPPL,2001,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=9796ff4f,Kiyoshi Arai,32,S,R,"6' 1""",180,"Apr 11, 1969","Tomioka, Gunma, JP",,,,arai--001kiy
JPPL,1997,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=74d979de,Nobuaki Arai,23,L,R,"5' 10""",165,"Aug 11, 1973","Abiko, Chiba, JP",,,,arai--001nob
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Ryota Arai,24,R,R,"6' 2""",196,"Aug 16, 1983","Hiroshima, Hiroshima, JP",,,,arai--001ryo
JPCL,2008,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=6364dc7a,Takahiro Arai,31,R,R,"6' 2""",210,"Jan 30, 1977","Hiroshima, Hiroshima, JP",,,,arai--001tak
JPPL,1997,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=2d1c42a8,Yukio Arai,32,L,L,"5' 7""",163,"Oct 13, 1964","Yokohama, Kanagawa, JP",,,,arai--001yuk
JPPL,1957,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=dbf402af,Takeshi Arai,23,R,R,"5' 7""",143,"Jan 1, 1934","Manchuria, CN",,,,arai--002tak
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Hayato Arakaki,31,R,R,"6' 0""",187,"Oct 21, 1985",,,2017-07-25,2017-07-25,arakak000hay
JPPL,2006,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=853e4eae,Nagisa Arakaki,26,R,R,"6' 2""",181,"May 9, 1980","Naha, Okinawa, JP",,,,arakak001nag
JPPL,2006,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=853e4eae,Hisao Arakane,27,R,R,"5' 10""",170,"Aug 1, 1978","Beppu, Oita, JP",,,,arakan001his
JPPL,1960,Daimai Orions,https://www.baseball-reference.com/register/team.cgi?id=33787665,Hiroshi Arakawa,29,L,L,"5' 4""",154,"Aug 6, 1930","Taito Ward, Tokyo, JP",,,,arakaw000hir
JPCL,1963,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=3d16f964,Iwao Arakawa,21,R,R,"5' 9""",160,"Apr 30, 1942","Aizu Wakamatsu, Fukushima, JP",,,,arakaw000iwa
JPPL,1955,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=76ad6d7d,Shoji Arakawa,31,R,R,"5' 7""",150,"Apr 15, 1924","Shiga, JP",,,,arakaw000sho
JPPL,1968,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=63cee921,Shunzo Arakawa,20,R,R,"5' 6""",143,"Jun 25, 1948","Hyogo, JP",,,,arakaw000shu
JPPL,1956,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=2dbd2c1e,Soichi Arakawa,30,R,R,"5' 8""",150,"Sep 1, 1925","Kakegawa, Shizuoka, JP",,,,arakaw000soi
JPCL,1972,Yakult Atoms,https://www.baseball-reference.com/register/team.cgi?id=f144c927,Takashi Arakawa,25,R,R,"5' 10""",170,"May 3, 1947","Saku, Nagano, JP",,,,arakaw000tak
JPCL,1994,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=0a82446e,Daisuke Araki,30,R,R,"5' 10""",173,"May 6, 1964","Chofu, Tokyo, JP",,,,araki-000dai
JPCL,2014,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=716a3cf5,Fumiya Araki,26,L,R,"6' 0""",155,"Apr 25, 1988","Tokyo, Tokyo, JP",,2014-05-04,2014-10-01,araki-000fum
JPCL,1951,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=b37c51b7,Shigeru Araki,25,R,R,"5' 8""",140,"Jul 1, 1925","Ikeda, Osaka, JP",,,,araki-000shi
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Masahiro Araki,30,R,R,"5' 11""",163,"Sep 13, 1977","Kikuchi-gun, Kumamoto, JP",,,,araki-001mas
JPCL,2014,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=681984cc,Takahiro Araki,26,R,R,"5' 10""",168,"Jul 26, 1987","Oyabe, Toyama, JP",,2014-04-26,2014-10-07,araki-001tak
JPPL,1960,Daimai Orions,https://www.baseball-reference.com/register/team.cgi?id=33787665,Atsushi Aramaki,34,L,L,"5' 8""",134,"Feb 16, 1926","Oita, Oita, JP",,,,aramak000ats
JPPL,2006,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=442d5843,Kanehisa Arime,27,L,L,"5' 9""",165,"Sep 27, 1978","Naha, Okinawa, JP",,,,arame-001kan
JPCL,2014,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=3f6257b5,Sho Aranami,28,L,R,"5' 10""",171,"Jan 25, 1986","Yokohama, Kanagawa, JP",,2014-04-08,2014-10-06,aranam000sho
JPPL,2020,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=df1bc450,Yudai Aranishi,27,R,R,"5' 10""",182,"Aug 25, 1992",,,,,aranis000yud
JPPL,1950,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=1babcf9e,Akira Araoka,19,R,R,"5' 8""",151,"Jan 6, 1931","Kanagawa, JP",,,,araoka000aki
JPPL,1956,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=2859c262,Tadashi Arasuna,19,R,R,"5' 9""",145,"Nov 26, 1936","Miyazu, Kyoto, JP",,,,arasun000tad
JPPL,1971,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=df53c3e2,Yasuhiro Aratake,22,R,R,"6' 1""",167,"Sep 14, 1948","Hyogo, JP",,,,aratak000yas
JPCL,2017,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=b758241e,Elvis Araújo,25,L,L,"6' 7""",275,"Jul 15, 1991","Maracaibo, Zulia, VE",,2017-05-09,2017-09-09,araujo001elv
JPPL,2018,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=ec1999f9,Oswaldo Arcia,27,L,R,"6' 0""",230,"May 9, 1991","Anaco, Anzoategui, VE",,,,arcia-001osw
JPPL,2001,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=9796ff4f,George Arias,29,R,R,"5' 11""",190,"Mar 12, 1972","Tucson, AZ, US",,,,arias-001geo
JPPL,1983,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=adfea852,Yoshihiro Ariga,25,R,R,"5' 8""",,"Oct 15, 1957","Chofu, Tokyo, JP",,,,ariga-000yos
JPCL,1963,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=97257806,Heiji Arihara,27,R,R,"5' 7""",136,"May 7, 1936","Sodegaura, Chiba, JP",,,,arihar000hei
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Kohei Arihara,24,R,R,"6' 2""",210,"Aug 11, 1992","Hiroshima, Hiroshima, JP",,2017-03-31,2017-10-09,arihar000koh
JPPL,1992,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=91d1abc0,Masashi Arikura,25,R,R,"6' 2""",193,"Jun 12, 1967","Uekawa-gun, Hokkaido, JP",,,,arikur000mas
JPPL,2013,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=9d6cc110,Sho Arima,23,L,L,"5' 8""",171,"Jun 5, 1990",,,2013-04-20,2013-09-21,arima-000sho
JPPL,1955,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=76ad6d7d,Masaaki Arimachi,19,R,R,"5' 4""",138,"Nov 13, 1935","Kyoto-gun, Fukuoka, JP",,,,arimac000mas
JPCL,1964,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=40d4fe33,Banmei Arimitsu,20,L,L,"5' 10""",170,"May 6, 1944","Yamaguchi, JP",,,,arimit000ban
JPCL,1954,Taiyo-Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=742378f1,Ienari Arimura,39,L,L,"5' 5""",156,"Jul 24, 1914","Kagoshima, JP",,,,arimur000ien
JPCL,1985,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=b166cb57,Kenji Arisawa,34,,,,,"Jul 27, 1950",,,,,arisaw000ken
JPPL,1974,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=49fc4f43,Fumio Arita,19,,,,,"Apr 10, 1955",,,,,arita-000fum
JPPL,1983,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c05cacd7,Shuzo Arita,31,R,R,"5' 8""",176,"Sep 27, 1951","Ube, Yamaguchi, JP",,,,arita-000shu
JPCL,1972,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=d41b29bb,Tetsuzo Arita,22,,,,,"Oct 21, 1949",,,,,arita-000tet
JPPL,1983,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=e02bd3b2,Michiyo Arito,36,R,R,"6' 1""",180,"Dec 17, 1946","Usa-cho, Kochi, JP",,,,arito-000mic
JPPL,1957,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=003edc31,Hiromasa Ariyoshi,21,,,,,"Jun 16, 1936",,,,,ariyos000hir
JPPL,2017,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=d1253dd8,Yuki Ariyoshi,26,R,R,"5' 10""",191,"Mar 12, 1991",,,2017-03-31,2017-10-04,ariyos000yuk
JPPL,2022,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=5e2f8ca6,Naoki Arizono,19,R,R,"6' 0""",213,"May 21, 2003",,,,,arizon000nao
JPPL,1979,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=1f44cbb0,Chris Arnold,31,R,R,"5' 10""",160,"Nov 6, 1947","Long Beach, CA, US",,,,arnold002chr
JPCL,1951,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=59630087,Hajime Asada,20,L,L,"5' 6""",150,"Sep 21, 1930","Sapporo, Hokkaido, JP",,,,asada-000haj
JPCL,1963,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a980f1f0,Keiichi Asagoe,26,R,R,"5' 8""",180,"Jul 2, 1936","Tsukubo-gun, Okayama, JP",,,,asagoe000kei
JPPL,1952,Tokyu Flyers,https://www.baseball-reference.com/register/team.cgi?id=b0bb9e56,Naoto Asahara,36,R,R,"5' 8""",156,"Apr 8, 1916","Aichi, JP",,,,asahar000nao
JPPL,1950,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=322a4878,Mamoru Asai,25,L,L,"5' 8""",150,"Jul 4, 1924","Seki, Gifu, JP",,,,asai--000mam
JPCL,1963,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a980f1f0,Shigeharu Asai,22,R,R,"5' 8""",162,"May 11, 1941","Shizuoka, JP",,,,asai--000shi
JPPL,2006,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=442d5843,Hideki Asai,22,R,R,"5' 10""",181,"Jan 1, 1984","Osaka, Osaka, JP",,,,asai--001hid
JPCL,2005,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=c8efc038,Itsuki Asai,33,L,L,"5' 11""",183,"Dec 14, 1971","Toyama, Toyama, JP",,,,asai--001its
JPCL,2008,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=6364dc7a,Ryo Asai,28,R,R,"5' 9""",175,"Jul 19, 1979","Yokohama, Kanagawa, JP",,,,asai--001ryo
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Kenta Asakura,27,R,R,"6' 1""",201,"Jun 11, 1981","Fukui, Fukui, JP",,,,asakur001ken
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Daiki Asama,21,L,R,"6' 0""",165,"Jun 21, 1996",JP,,2017-05-02,2017-06-30,asama-000dai
JPPL,2003,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=9b1d6d46,Keita Asama,18,L,L,"5' 10""",176,"Aug 19, 1984","Chiba, Chiba, JP",,,,asama-001kei
JPPL,2017,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=7b937909,Hideto Asamura,26,R,R,"5' 11""",172,"Nov 12, 1990","Osaka, Osaka, JP",,2017-03-31,2017-10-05,asamur001hid
JPCL,1980,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=42a9682d,Keishi Asano,31,R,R,"5' 9""",165,"Feb 22, 1949","Fukuyama, Hiroshima, JP",,,,asano-000kei
JPCL,2023,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=62d8919a,Shogo Asano,18,R,R,"5' 7""",189,"Nov 24, 2004",,,,,asano-000sho
JPPL,2013,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=8afcfd42,Toshinori Asanuma,23,L,L,"5' 11""",169,"Jul 21, 1989",,,2013-04-24,2013-05-03,asanum000tos
