League_Code,Year,Team_Name,Team_Link,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,id
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Masaharu Obata,20,4,2,0.667,4.5,14,4,7,0,0,,42,55,27,21,4,16,,16,2,0,3,197,1.69,11.8,0.9,3.4,3.4,1,,obata-000mas
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Taketoshi Ogami,21,14,7,0.667,2.28,34,27,5,8,3,,185.1,139,53,47,10,68,,67,8,0,2,734,1.117,6.8,0.5,3.3,3.3,0.99,,ogami-000tak
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Takeshi Ota*,18,0,0,,0,2,0,1,0,0,,2,1,0,0,0,1,,1,0,0,0,8,1,4.5,0,4.5,4.5,1,,ota---002tak
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Yasuo Shirasaki,20,0,0,,,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,shiras000yas
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Motoji Takuwa,18,26,9,0.743,1.58,60,31,21,15,5,,329.2,207,68,58,9,105,,275,14,0,4,1273,0.946,5.7,0.2,2.9,7.5,2.62,,takuwa000mot
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Ichiro Togawa,19,8,3,0.727,2.1,26,6,16,0,0,,107,84,32,25,9,35,,47,0,0,2,418,1.112,7.1,0.8,2.9,4,1.34,,togawa000ich
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Yoshiji Yamamoto*,19,1,0,1,5.87,7,3,3,0,0,,15.1,15,10,10,3,7,,9,0,0,0,63,1.435,8.8,1.8,4.1,5.3,1.29,,yamamo003yos
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Moriaki Yamasaki,21,0,0,,3.38,3,0,1,0,0,,10.2,9,6,4,0,4,,1,0,0,0,44,1.219,7.6,0,3.4,0.8,0.25,,yamasa000mor
JPPL,1954,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=64b73940,Susumu Yuki*,33,14,6,0.7,2.37,33,19,10,5,2,,159.1,143,48,42,15,25,,55,1,0,0,624,1.054,8.1,0.8,1.4,3.1,2.2,,yuki--000sus
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Atsushi Aramaki*,28,22,12,0.647,2.32,49,24,24,15,5,,271,234,78,70,13,43,,130,3,0,0,1068,1.022,7.8,0.4,1.4,4.3,3.02,,aramak000ats
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Yoshimi Ebara*,29,11,7,0.611,2.57,31,27,1,8,4,,185.1,151,63,53,12,72,,123,2,0,0,766,1.203,7.3,0.6,3.5,6,1.71,,ebara-000yos
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Tetsuro Fujikawa,20,0,1,0,inf,1,1,0,0,0,,0,2,5,4,0,3,,0,0,0,0,5,,,,,,0,,fujika000tet
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Keiichi Ikeda,18,0,0,,5.4,4,1,1,0,0,,6.2,7,7,4,0,7,,1,0,0,1,35,2.1,9.5,0,9.5,1.4,0.14,,ikeda-000kei
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Charles Luis,29,0,0,,9,1,1,0,0,0,,3,3,3,3,0,3,,0,0,0,0,15,2,9,0,9,0,0,,luis--001cha
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Kazuo Miyazaki,21,5,4,0.556,3.31,24,12,7,1,0,,87,82,36,32,4,36,,47,1,0,2,370,1.356,8.5,0.4,3.7,4.9,1.31,,miyaza002kaz
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Takashi Nakagawa,18,1,0,1,3.15,6,1,3,1,1,,20,20,10,7,0,8,,13,1,0,1,84,1.4,9,0,3.6,5.9,1.63,,nakaga001tak
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Hirokazu Shimizu,21,7,3,0.7,3.28,28,12,11,2,1,,118,116,54,43,8,49,,44,1,0,3,509,1.398,8.8,0.6,3.7,3.4,0.9,,shimiz003hir
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Toshinobu Sueyoshi,27,1,2,0.333,2.96,11,5,5,0,0,,27.1,28,15,9,2,15,,7,0,0,1,126,1.573,9.2,0.7,4.9,2.3,0.47,,sueyos000tos
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Tomio Sugio,19,0,2,0,4.7,14,2,7,0,0,,30.2,22,21,16,1,31,,20,2,0,1,139,1.728,6.5,0.3,9.1,5.9,0.65,,sugio-000tom
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Yoshinobu Uemura,19,9,15,0.375,2.25,46,18,18,5,0,,216,170,67,54,8,73,,128,0,0,4,876,1.125,7.1,0.3,3,5.3,1.75,,uemura000yos
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Isamu Wada,20,6,4,0.6,2.95,29,11,11,1,0,,109.2,75,43,36,7,51,,71,2,1,2,441,1.149,6.2,0.6,4.2,5.8,1.39,,wada--000isa
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Isao Wada*,21,16,7,0.696,2.22,40,24,11,7,1,,202.2,166,62,50,9,68,,140,2,0,9,818,1.155,7.4,0.4,3,6.2,2.06,,wada--001isa
JPPL,1954,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=ef7b0bc6,Toshihide Yamane,26,1,0,1,3.24,3,1,1,0,0,,8.1,9,3,3,0,5,,1,1,0,0,40,1.68,9.7,0,5.4,1.1,0.2,,yamane001tos
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Kozo Goi,29,1,4,0.2,5.45,11,6,3,1,0,,38,47,32,23,6,19,,9,0,0,1,173,1.737,11.1,1.4,4.5,2.1,0.47,,goi---000koz
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Hidemitsu Kagawa,24,0,0,,2.91,10,1,5,0,0,,21.2,17,7,7,2,3,,9,0,0,0,82,0.923,7.1,0.8,1.2,3.7,3,,kagawa000hid
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Shigeaki Kuroo,27,3,3,0.5,3.34,11,10,0,1,0,,62,65,28,23,4,10,,24,1,0,0,254,1.21,9.4,0.6,1.5,3.5,2.4,,kuro--000shi
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Yasuo Nagai,22,2,5,0.286,5.46,22,6,8,0,0,,62.2,70,42,38,4,29,,28,0,0,4,282,1.58,10.1,0.6,4.2,4,0.97,,nagai-000yas
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Michio Nitta,21,0,1,0,3.91,8,2,2,0,0,,23,22,10,10,0,9,,7,2,0,2,100,1.348,8.6,0,3.5,2.7,0.78,,nitta-000mic
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Mitsuro Sawafuji,34,14,2,0.875,2,29,18,6,8,3,,144,129,45,32,7,31,,52,0,2,1,562,1.111,8.1,0.4,1.9,3.3,1.68,,sawafu000mit
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Junzo Sekine*,27,16,12,0.571,2.44,35,30,4,19,3,,232,174,75,63,20,57,,118,4,0,0,899,0.996,6.8,0.8,2.2,4.6,2.07,,sekine000jun
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Fumio Takechi,27,26,15,0.634,2.17,47,34,11,23,2,,307.1,266,92,74,14,41,,132,3,1,1,1191,0.999,7.8,0.4,1.2,3.9,3.22,,takech000fum
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Teruaki Wakasugi*,20,0,2,0,3.69,11,1,7,0,0,,31.2,32,21,13,2,14,,13,0,0,2,137,1.453,9.1,0.6,4,3.7,0.93,,wakasu000ter
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Noboru Yamashita,19,12,14,0.462,2.45,46,23,18,12,3,,250,188,87,68,17,73,,129,5,0,2,989,1.044,6.8,0.6,2.6,4.6,1.77,,yamash000nob
JPPL,1954,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=9f3e1de9,Yoji Yoshida*,20,0,0,,5,4,0,3,0,0,,9,11,9,5,0,2,,3,0,0,1,41,1.444,11,0,2,3,1.5,,yoshid000yoj
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Hachiro Abe*,29,6,6,0.5,3.3,25,18,4,6,0,,125.1,121,57,46,8,36,,71,1,1,2,522,1.253,8.7,0.6,2.6,5.1,1.97,,abe---000hac
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Koichi Harada,26,15,17,0.469,3.02,47,16,21,5,2,,217.1,192,90,73,13,62,,110,4,1,2,891,1.169,8,0.5,2.6,4.6,1.77,,harada000koi
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Zenzo Ikeda,30,0,0,,6,9,0,6,0,0,,24,34,18,16,1,10,,6,2,0,0,115,1.833,12.8,0.4,3.8,2.3,0.6,,ikeda-000zen
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Makizo Ito*,23,0,1,0,7.71,2,1,0,0,0,,2.1,1,6,2,0,4,,0,0,0,0,16,2.143,3.9,0,15.4,0,0,,itoh--000mak
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Takao Kajimoto*,19,20,12,0.625,2.73,55,31,23,17,2,,309.1,266,112,94,19,118,,228,4,1,2,1300,1.241,7.7,0.6,3.4,6.6,1.93,,kajimo000tak
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Chikao Kitamura,19,0,0,,7.5,4,0,2,0,0,,6,7,5,5,4,3,,8,0,0,0,27,1.667,10.5,6,4.5,12,2.67,,kitamu000chi
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Mitsuhito Kunito,20,1,4,0.2,5.9,9,8,0,0,0,,29,25,22,19,2,23,,11,2,0,0,134,1.655,7.8,0.6,7.1,3.4,0.48,,kunito000koj
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Heishichi Sato,36,2,2,0.5,4.09,9,5,1,0,0,,22,25,13,10,3,8,,8,0,0,0,92,1.5,10.2,1.2,3.3,3.3,1,,sato--000hei
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Eiji Shibata,23,17,16,0.515,2.57,46,29,12,8,4,,234.2,196,85,67,11,57,,117,8,1,1,946,1.078,7.5,0.4,2.2,4.5,2.05,,shibat000eij
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Sachio Suzuki,22,5,7,0.417,3.23,31,21,6,6,2,,150.1,127,60,54,12,42,,79,4,1,0,612,1.124,7.6,0.7,2.5,4.7,1.88,,suzuki000sac
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Yasuyuki Tahara,18,0,0,,18,2,0,1,0,0,,1,1,2,2,0,2,,0,0,0,0,7,3,9,0,18,0,0,,tahara000yas
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Kosaku Takada,23,0,0,,1.62,10,2,5,0,0,,16.2,9,6,3,0,7,,7,1,1,1,69,0.96,4.9,0,3.8,3.8,1,,takada000kos
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Tokio Takato,21,0,0,,6.94,6,0,2,0,0,,11.2,13,12,9,2,6,,4,1,0,0,54,1.629,10,1.5,4.6,3.1,0.67,,takato000tok
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Yoshio Tenbo,30,0,3,0,4.44,17,6,6,0,0,,50.2,54,32,25,1,20,,14,0,0,2,221,1.461,9.6,0.2,3.6,2.5,0.7,,tenpo-000yos
JPPL,1954,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=9145a986,Kansuke Yamamoto,19,0,2,0,4.47,16,3,9,0,0,,44.1,40,27,22,2,32,,34,1,0,2,202,1.624,8.1,0.4,6.5,6.9,1.06,,yamamo000kan
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Susumu Aizawa,24,3,5,0.375,3.05,28,2,15,1,0,,79.2,86,38,27,3,26,,28,1,0,0,348,1.406,9.7,0.3,2.9,3.2,1.08,,aizawa000sus
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Haruyasu Eto,32,1,8,0.111,5.49,21,10,7,1,0,,82,103,60,50,6,23,,31,0,0,0,371,1.537,11.3,0.7,2.5,3.4,1.35,,etoh--000har
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Seiichiro Fujii*,22,1,2,0.333,1.38,5,2,3,0,0,,13,14,3,2,0,1,,5,0,0,0,53,1.154,9.7,0,0.7,3.5,5,,fujii-000sei
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Takeo Hattori,21,0,2,0,7.14,11,5,5,0,0,,29,36,27,23,2,32,,17,1,0,1,152,2.345,11.2,0.6,9.9,5.3,0.53,,hattor000tak
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Isao Kyuki,28,0,1,0,4.02,15,0,10,0,0,,40.1,42,25,18,2,13,,10,1,0,0,175,1.364,9.4,0.4,2.9,2.2,0.77,,kyuki-000isa
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Hirohide Murata,22,0,0,,27,2,0,0,0,0,,2,6,7,6,0,4,,0,0,0,0,16,5,27,0,18,0,0,,murata000hir
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Takao Nakano,22,1,1,0.5,4.82,8,1,2,0,0,,18.2,21,10,10,1,15,,6,0,0,1,88,1.929,10.1,0.5,7.2,2.9,0.4,,nakano002tak
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Takeshi Nomura,35,15,23,0.395,3.24,45,36,8,19,1,,288.2,314,143,104,12,44,,104,3,1,0,1205,1.24,9.8,0.4,1.4,3.2,2.36,,nomura002tak
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Victor Starffin,38,8,13,0.381,3.73,29,25,3,11,1,,178.1,191,85,74,12,45,,52,3,0,2,756,1.323,9.6,0.6,2.3,2.6,1.16,,starfi000vic
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Shisho Takesue,31,3,4,0.429,2.95,28,19,6,0,0,,125,104,47,41,12,56,,78,6,0,0,526,1.28,7.5,0.9,4,5.6,1.39,,takesu000shi
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Yoshihiko Taki,25,16,19,0.457,2.2,55,27,22,14,2,,286,209,85,70,14,92,,159,8,0,2,1145,1.052,6.6,0.4,2.9,5,1.73,,taki--000yos
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Mitsuru Tamura*,19,0,0,,37.8,2,0,0,0,0,,1.2,2,7,7,0,8,,0,0,0,0,15,6,10.8,0,43.2,0,0,,tamura000mit
JPPL,1954,Takahashi Unions,https://www.baseball-reference.com/register/team.cgi?id=e7ba9e60,Shiro Yoshioka*,18,2,3,0.4,5.02,25,6,8,0,0,,61,67,38,34,9,27,,22,3,0,1,282,1.541,9.9,1.3,4,3.2,0.81,,yoshio000shi
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Rentaro Imanishi,29,2,8,0.2,4.16,29,14,9,3,0,,101.2,108,57,47,4,42,,45,2,0,1,446,1.475,9.6,0.4,3.7,4,1.07,,imanis000ren
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Katsumi Kanayama,21,4,11,0.267,4.23,25,18,3,2,0,,117,122,64,55,6,46,,56,3,0,2,498,1.436,9.4,0.5,3.5,4.3,1.22,,kanaya000kat
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Taro Kato,20,2,3,0.4,3.86,20,3,10,0,0,,39.2,41,21,17,1,17,,18,0,0,2,173,1.462,9.3,0.2,3.9,4.1,1.06,,kato--000tar
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Shigeharu Kuwana,32,1,9,0.1,5.27,24,12,6,2,0,,94,127,60,55,10,21,,24,2,0,1,419,1.574,12.2,1,2,2.3,1.14,,kuwana000shi
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Akifumi Misumi,19,0,0,,2.25,2,1,1,0,0,,4,5,1,1,0,0,,0,0,0,0,16,1.25,11.3,0,0,0,,,misumi000aki
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Sumiya Miyazawa*,28,4,4,0.5,3.24,26,13,6,1,1,,83.1,87,33,30,2,23,,14,0,0,0,356,1.32,9.4,0.2,2.5,1.5,0.61,,miyaza000sum
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Toshiaki Ogata,32,3,10,0.231,3.97,31,15,10,5,3,,127,146,70,56,9,35,,48,1,0,0,548,1.425,10.3,0.6,2.5,3.4,1.37,,ogata-001tos
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Seiichi Tarui,25,5,6,0.455,3.55,37,12,13,1,0,,137,121,60,54,13,53,,49,0,0,2,565,1.27,7.9,0.9,3.5,3.2,0.92,,tarui-000kat
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Shoji Terakawa,24,3,8,0.273,3.98,33,12,5,1,0,,95,99,55,42,4,40,,16,1,0,0,416,1.463,9.4,0.4,3.8,1.5,0.4,,teraka000sho
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Shigeo Ueno,31,2,6,0.25,4.99,33,3,18,0,0,,74,94,44,41,9,34,,21,0,0,3,335,1.73,11.4,1.1,4.1,2.6,0.62,,ueno--000shi
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Naotake Unno*,19,3,7,0.3,4.6,23,12,2,1,0,,74.1,74,49,38,5,36,,40,0,0,3,331,1.48,9,0.6,4.4,4.8,1.11,,unno--000nao
JPPL,1954,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=026d4573,Yasuo Yonekawa,26,23,14,0.622,2.44,56,25,26,15,1,,299.1,240,105,81,9,86,,204,5,0,4,1226,1.089,7.2,0.3,2.6,6.1,2.37,,yoneka000yas
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Takeshi Akiyama*,18,2,8,0.2,5.61,27,15,9,6,1,,114,137,81,71,10,70,,44,4,1,2,531,1.816,10.8,0.8,5.5,3.5,0.63,,akiyam002tak
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Giichi Hayashi,34,8,20,0.286,2.9,38,25,9,21,0,,248,246,91,80,5,55,,89,2,0,2,1014,1.214,8.9,0.2,2,3.2,1.62,,hayash000gii
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Yoshiharu Himeno,30,1,1,0.5,2.78,8,2,4,0,0,,22.2,18,9,7,2,5,,7,1,0,1,91,1.015,7.1,0.8,2,2.8,1.4,,himeno000yos
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Takao Iio,20,3,7,0.3,2.58,36,13,15,2,0,,139.1,130,54,40,3,61,,69,1,1,2,592,1.371,8.4,0.2,3.9,4.5,1.13,,iio---000tak
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Yoshiharu Ogawa,30,12,22,0.353,2.66,44,32,12,21,2,,287.1,252,109,85,11,75,,91,2,0,3,1158,1.138,7.9,0.3,2.3,2.9,1.21,,ogawa-000yos
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Toshio Takamatsu,34,6,16,0.273,4.75,37,23,11,8,2,,176.1,203,113,93,14,60,,68,0,0,3,775,1.491,10.4,0.7,3.1,3.5,1.13,,takama000tos
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Kazuo Takeuchi*,22,10,16,0.385,3.88,42,29,7,11,0,,238.2,225,122,103,15,101,,107,6,0,4,1025,1.366,8.5,0.6,3.8,4,1.06,,takeuc000kaz
JPPL,1954,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=be35e49a,Kazuo Yabumoto,23,1,2,0.333,4.22,7,1,4,0,0,,21.1,26,10,10,2,3,,7,0,0,0,91,1.359,11,0.8,1.3,3,2.33,,yabumo000kaz
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Yu Darvish,22,15,5,0.75,1.73,23,23,,8,2,0,182,118,36,35,9,45,0,167,6,0,5,701,0.896,5.8,0.4,2.2,8.3,3.71,,darvis001yu-
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Shintaro Ejiri,32,2,1,0.667,3.2,45,0,,0,0,0,45,40,16,16,5,25,7,39,2,0,3,198,1.444,8,1,5,7.8,1.56,,ejiri-001shi
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Shugo Fujii*,32,7,5,0.583,3.53,22,22,,0,0,0,114.2,120,45,45,11,48,0,63,6,0,3,498,1.465,9.4,0.9,3.8,4.9,1.31,,fujii-001shu
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Masanori Hayashi*,25,3,2,0.6,3.33,46,0,,0,0,0,46,35,17,17,3,25,3,42,3,0,4,197,1.304,6.8,0.6,4.9,8.2,1.68,,hayash002mas
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Takeshi Ito,32,0,0,,0,1,0,,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,,,itoh--001tak
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Keisaku Itokazu,24,4,5,0.444,4.56,13,12,,2,0,0,71,53,40,36,8,27,0,43,8,0,0,295,1.127,6.7,1,3.4,5.5,1.59,,itokaz001kei
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Takayuki Kanamori,23,0,0,,0.84,18,0,,0,0,0,21.1,17,2,2,0,8,0,9,1,0,0,86,1.172,7.2,0,3.4,3.8,1.13,,kanamo001tak
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Kazumasa Kikuchi,27,5,2,0.714,3.67,58,0,,0,0,0,61.1,59,25,25,5,11,2,62,2,0,2,252,1.141,8.7,0.7,1.6,9.1,5.64,,kikuch001kaz
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Ken Miyamoto*,24,0,0,,3.07,12,0,,0,0,0,14.2,14,6,5,1,7,0,3,1,0,0,62,1.432,8.6,0.6,4.3,1.8,0.43,,miyamo001ken
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Naoki Miyanishi*,24,7,2,0.778,2.89,58,0,,0,0,0,46.2,39,15,15,6,15,3,55,1,0,0,189,1.157,7.5,1.2,2.9,10.6,3.67,,miyani001nao
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Ryo Sakakibara,23,0,1,0,6.08,10,4,,0,0,0,26.2,37,19,18,5,8,0,23,1,0,0,123,1.688,12.5,1.7,2.7,7.8,2.88,,sakaki001ryo
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Yataro Sakamoto,27,0,2,0,5.97,19,1,,0,0,0,28.2,37,19,19,3,13,2,11,3,1,0,133,1.744,11.6,0.9,4.1,3.5,0.85,,sakamo001yat
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Hideki Sunaga*,23,0,1,0,8.5,9,2,,0,0,0,18,20,17,17,6,8,0,7,3,0,0,83,1.556,10,3,4,3.5,0.88,,sunaga001hid
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Brian Sweeney,35,5,8,0.385,5.32,21,21,,1,0,0,118.1,144,73,70,10,52,0,58,2,1,4,535,1.656,11,0.8,4,4.4,1.12,,sweene001bri
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Kazuhito Tadano,29,5,5,0.5,5.76,13,12,,1,1,0,70.1,71,45,45,10,27,0,46,3,2,3,302,1.393,9.1,1.3,3.5,5.9,1.7,,tadano001kaz
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Hisashi Takeda,30,3,0,1,1.2,55,0,,0,0,34,60,54,10,8,1,14,0,38,0,0,0,243,1.133,8.1,0.2,2.1,5.7,2.71,,takeda001his
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Masaru Takeda*,30,10,9,0.526,3.55,24,23,,2,0,0,144.1,150,58,57,17,20,3,99,4,1,0,592,1.178,9.4,1.1,1.2,6.2,4.95,,takeda001mas
JPPL,2009,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=607fc99b,Keisuke Tanimoto,24,2,0,1,5.53,24,0,,0,0,0,27.2,25,18,17,4,20,0,20,1,1,1,127,1.627,8.1,1.3,6.5,6.5,1,,tanimo001kei
